participant,window_start,window_end,motor_left_theta,motor_left_alpha,motor_left_beta,motor_left_alpha_beta_ratio,motor_left_beta_theta_ratio,motor_left_total_power,temporal_left_theta,temporal_left_alpha,temporal_left_beta,temporal_left_alpha_beta_ratio,temporal_left_beta_theta_ratio,temporal_left_total_power,motor_right_theta,motor_right_alpha,motor_right_beta,motor_right_alpha_beta_ratio,motor_right_beta_theta_ratio,motor_right_total_power,temporal_right_theta,temporal_right_alpha,temporal_right_beta,temporal_right_alpha_beta_ratio,temporal_right_beta_theta_ratio,temporal_right_total_power
1,4.96,6.96,0.31433880673659065,0.39373404137286483,0.2919271518905365,1.348740734882009,0.9287022334953313,12523.593751946899,0.29595995687589627,0.41337278227544033,0.29066726084865935,1.42215116029412,0.982116850931086,24267.07139002356,0.4474738486920273,0.33044236842137104,0.22208378288659658,1.4879175963519058,0.49630561324588734,19260.61958363226,0.37994316466742917,0.44967413717560917,0.170382698156956,2.639200705469257,0.4484425935286724,17100.324723940033
1,5.456,7.456,0.43132711501111687,0.30768580605361207,0.26098707893526396,1.1789311842902506,0.6050792307099291,14253.851623619988,0.23906458834771624,0.42099428933338556,0.3399411223188942,1.2384329570414598,1.421963514832438,25140.27788493931,0.5065110903077553,0.29330223654756227,0.20018667314467803,1.4651436678583585,0.39522663368149197,23009.730928140754,0.3540653029037872,0.4883904175081283,0.15754427958807962,3.100019999361921,0.44495825571162534,20111.571895632842
1,5.952,7.952,0.5507356896980409,0.21315207630526278,0.2361122339966897,0.9027574416505886,0.42872150545780535,14860.698277704638,0.29381726191362384,0.3569681169716984,0.3492146211146732,1.0222026667505262,1.1885435826344657,21211.2920309957,0.4850354005651771,0.2959037626273914,0.21906083680742638,1.3507834943929728,0.4516388629616891,18775.18842670636,0.5526483135348775,0.29134641288857516,0.15600527357654215,1.867542078605567,0.2822867088450732,19694.954163564787
1,6.448,8.448,0.5631215138421386,0.22628040488433787,0.21059808127351567,1.0744656528491652,0.3739833696578503,12908.198242102095,0.30568373413745065,0.29061925957611817,0.40369700628642624,0.7198945125937293,1.3206362040346484,19594.983241231796,0.5312486600449364,0.2616533648302142,0.20709797512484435,1.2634279242589215,0.38983246585003095,19906.900840252292,0.48581863651424245,0.33656915753812117,0.1776122059476311,1.8949663720597452,0.36559364462014043,18332.647564377843
1,6.944,8.944,0.46009998288267356,0.29808248253662195,0.24181753458069474,1.2326752195761042,0.5255760564597839,10373.683327482888,0.3715141538706481,0.2812289060568787,0.3472569400724687,0.8098582738135794,0.9347071610988221,22314.84742493637,0.3622854648036843,0.41591222583068665,0.22180230936562256,1.875148311215633,0.6122307707978545,15462.438098929353,0.48732777930521637,0.2924983882780096,0.22017383241676775,1.3284884269277286,0.45179823881714054,15753.676175951407
1,7.44,9.44,0.4929835980709686,0.2910881244351751,0.21592827749384666,1.3480778331289078,0.4380029646802936,10506.7828405288,0.42881503412799366,0.23822296276248245,0.33296200310951907,0.7154659106376225,0.7764699849822245,20618.412933724063,0.4334395563401575,0.33533790180412537,0.23122254185570884,1.4502820491151607,0.5334597142173247,12108.431692812823,0.5401381944085113,0.290683824849713,0.16917798074176862,1.7182131124581586,0.3132124009986518,13923.947554084578
1,7.936,9.936,0.6209395185397193,0.2121469461313575,0.1669135353289154,1.2709990577654253,0.2688080406308306,12659.381017877577,0.546481918951346,0.16144087839642873,0.29207720265222065,0.552733581842248,0.5344681910294311,20738.67096402557,0.40362780166370116,0.2694896281599547,0.32688257017633376,0.8244233640679359,0.8098613842479584,9718.795042268064,0.5002142969967532,0.31960339903044266,0.18018230397279625,1.7737779570111516,0.36021022400717767,12777.563516125858
1,8.432,10.432,0.6725336036513543,0.1638548496338517,0.1636115467147867,1.0014870767005324,0.24327638920419237,13610.186811213232,0.582917476546367,0.11958612646466815,0.29749639698896013,0.4019750412947152,0.5103576560297106,21038.027962948472,0.32357344164295854,0.3541263222217243,0.32230023613530884,1.0987467042160184,0.9960651730216382,11895.509870668726,0.5446256026905161,0.2749240924093458,0.18045030490013125,1.5235446266576822,0.33132908921042775,14618.711793664032
1,8.928,10.928,0.666066351693971,0.1263739978576288,0.20755965044839322,0.6088562858176794,0.31162008097318783,14377.854283486568,0.5314069461919321,0.13077442025079916,0.3378186335572632,0.3871142893265819,0.6357060930009885,17539.25050189019,0.5401586734232883,0.20398389337722217,0.25585743319948334,0.7972560766611693,0.4736708781846794,16313.033115027882,0.5550986105505373,0.2666999422568118,0.1782014471926455,1.4966205182861754,0.32102664969005523,18281.85899653866
1,9.424,11.424,0.5347618564369938,0.28127219797114644,0.18396594559185345,1.5289362227679184,0.3440147111792487,15808.939316054142,0.4589236240780519,0.20925981300909818,0.3318165629128443,0.6306490886775269,0.7230322116875946,17303.165828126763,0.506401847629933,0.2844906809799956,0.20910747139006652,1.3604998381397073,0.41292793928128696,20683.11985363171,0.4673648305266912,0.3374297198133485,0.195205449659955,1.7285876004032503,0.4176725267067449,18401.454748017353
1,9.92,11.92,0.4288676837371176,0.37313214162666536,0.19800017463621036,1.8845041036565535,0.46168126474545734,14883.37989303427,0.40854812148245834,0.1990604258544168,0.39239145266311914,0.5073006165231477,0.9604534497411992,17378.43990452069,0.5576651895397268,0.2658338085256568,0.17650100193461207,1.5061320083844802,0.31649994520957486,23214.216685980053,0.3256468772585507,0.49938599966238856,0.17496712307905576,2.8541704914284702,0.537290959311537,19957.710347131248
1,10.416,12.416,0.31314138252855145,0.5517202646077776,0.13513835286366618,4.082632745748785,0.431556991198193,20495.898731219957,0.26994231934919677,0.33745592176646266,0.39260175888433463,0.8595374680068006,1.4543912930393736,16537.600311745126,0.41201596950725106,0.45876454413998363,0.12921948635276106,3.5502737016580466,0.3136273734906423,23400.89186368009,0.2731209306490813,0.5966496126276501,0.13022945672326458,4.581525774890563,0.47681976044006547,24931.22895229662
1,10.912,12.912,0.3272739111088713,0.5361479130136605,0.136578175877463,3.9255752946551845,0.4173206945054245,18539.38931055223,0.35663813731143823,0.22826236580282602,0.4150994968857303,0.5498979582373709,1.1639234659955437,17960.807510735536,0.35282052280689885,0.4781348269863444,0.16904465020675105,2.8284528756251226,0.4791236316467554,17227.232877393428,0.2353506721440185,0.6312634536991356,0.13338587415684203,4.732610988153399,0.5667537421572214,25568.45127974758
1,11.408,13.408,0.24805694670135056,0.6292270734084684,0.12271597989017613,5.127507224173785,0.49470890262113165,20188.891913919888,0.37485210844303624,0.22025510403117787,0.40489278752578056,0.5439837675971216,1.080140082998369,18765.103449283404,0.32394740744722655,0.5109690767944213,0.16508351575834662,3.0952156213002704,0.5095997435486102,17822.97450234379,0.23327391098797604,0.6403069891563359,0.12641909985568475,5.064954503609571,0.541934155089461,29321.46337079878
